"","X","Report.Number","Agency.Name","Crash.Date.Time","Route.Type","Road.Name","Municipality","Weather","Surface.Condition","Light","Traffic.Control","Driver.Substance.Abuse","Collision.Type","Driver.Distracted.By","Vehicle.ID","Vehicle.Damage.Extent","Vehicle.Body.Type","Vehicle.Model","Vehicle.Movement","Speed.Limit","Parked.Vehicle","Equipment.Problems","Location","class"
"603",602,481,1,142,1,121,14,2,4,1,1,5,9,7,482,1,14,90,15,7,0,1,72,"1"
"606",605,236,0,118,1,76,8,1,0,4,4,5,4,7,498,2,14,154,5,7,0,1,585,"1"
"608",607,490,1,139,2,70,14,0,0,4,4,5,9,7,815,3,14,25,15,5,0,1,219,"1"
"609",608,501,1,13,0,7,11,0,0,5,1,5,3,7,178,1,14,43,8,8,0,1,623,"1"
"615",614,193,2,311,2,125,14,0,0,4,4,5,15,6,397,1,14,19,8,8,0,1,337,"1"
"616",615,366,1,245,0,109,14,2,4,4,4,5,9,7,491,2,14,56,15,8,0,1,375,"1"
"617",616,506,1,25,1,16,8,2,4,1,1,5,9,7,437,5,14,155,5,7,0,1,501,"1"
"619",618,385,1,130,1,20,8,0,0,4,1,5,13,7,765,1,14,105,8,6,0,1,381,"1"
"620",619,482,1,123,1,84,14,0,0,4,4,5,4,7,759,0,14,69,8,8,0,1,300,"1"
"621",620,587,1,129,0,118,14,1,4,4,1,5,7,6,50,5,14,190,3,3,0,1,105,"1"
"625",624,361,1,116,0,78,8,0,0,1,4,5,15,7,196,1,14,62,5,6,0,1,450,"1"
"627",626,572,1,248,0,77,14,2,4,4,4,5,9,7,610,2,14,198,18,8,0,1,75,"1"
"628",627,286,0,238,2,103,8,0,0,4,1,5,14,7,590,1,14,19,11,2,0,1,533,"1"
"629",628,602,1,395,1,18,10,0,0,4,4,5,15,7,679,1,14,26,8,7,0,1,61,"1"
"631",630,409,1,4,2,134,14,1,0,1,3,5,0,7,134,1,14,81,8,6,0,1,167,"1"
"632",631,248,0,3,0,78,8,0,0,4,4,5,9,7,804,2,14,13,18,8,0,1,419,"1"
"634",633,337,0,192,1,104,8,2,4,4,1,5,15,6,611,2,14,28,0,3,0,1,464,"1"
"640",639,502,1,20,1,20,8,0,0,4,1,5,15,7,584,1,0,207,5,5,0,1,345,"1"
"641",640,502,1,20,1,20,8,0,0,4,1,5,15,7,156,1,14,19,8,8,0,1,345,"1"
"642",641,488,1,19,2,115,7,1,0,4,1,5,15,6,140,1,14,25,7,5,0,1,1,"1"
"644",643,428,1,399,0,77,14,0,0,4,4,5,15,7,877,1,14,176,8,8,0,1,83,"1"
"648",647,249,0,257,1,76,8,0,0,1,4,5,4,7,405,1,14,13,8,8,0,1,580,"1"
"651",650,455,1,265,0,42,8,0,0,4,4,5,4,7,145,2,14,43,18,6,0,1,575,"1"
"652",651,384,1,264,2,131,8,1,4,4,3,5,15,7,460,1,14,26,8,6,0,1,609,"1"
"656",655,247,0,12,1,38,8,0,0,1,4,5,9,7,167,2,14,13,18,7,0,1,563,"1"
"658",657,113,2,259,2,43,14,1,0,4,4,5,15,7,891,1,14,207,5,5,0,1,171,"1"
"659",658,65,2,258,1,126,14,0,0,4,4,5,15,6,821,1,14,207,8,7,0,1,237,"1"
"662",661,307,0,93,2,103,8,1,0,4,4,5,4,7,832,2,0,198,8,5,0,1,599,"1"
"664",663,147,2,28,1,121,14,2,4,1,1,5,15,7,59,1,14,19,0,8,0,1,165,"1"
"665",664,568,1,253,1,76,8,0,0,1,4,5,9,7,265,2,14,19,18,7,0,1,579,"1"
"673",672,397,1,88,1,93,8,2,4,4,1,5,9,7,900,1,14,51,18,7,0,1,459,"1"
"675",674,376,1,533,1,18,2,1,0,4,1,5,15,7,174,1,14,157,8,7,0,1,25,"1"
"677",676,189,2,444,2,23,14,0,0,4,4,5,9,7,707,2,14,182,18,8,0,1,316,"1"
"679",678,315,0,26,0,78,8,1,4,1,4,5,4,7,365,1,14,31,8,9,0,1,429,"1"
"681",680,122,2,193,1,100,14,0,0,4,2,5,13,7,423,0,14,231,2,8,0,2,93,"1"
"683",682,605,1,475,1,16,8,0,0,5,1,5,9,7,247,2,14,207,5,7,0,1,508,"1"
"685",684,55,2,484,2,89,14,0,0,4,1,5,4,7,113,1,14,19,8,5,0,1,346,"1"
"686",685,574,1,480,2,103,8,0,0,4,4,5,2,7,863,1,14,132,8,5,0,1,603,"1"
"687",686,306,0,547,1,76,8,2,4,4,4,5,9,7,628,1,15,215,15,7,0,1,589,"1"
"691",690,56,2,489,2,134,14,0,0,4,4,5,7,6,162,5,14,192,5,7,0,1,112,"1"
"694",693,288,0,143,1,38,8,0,0,4,1,5,9,7,430,5,20,35,16,5,0,1,490,"1"
"695",694,379,1,556,1,18,4,0,0,4,1,5,9,7,3,0,14,182,15,7,0,1,50,"1"
"697",696,595,1,561,1,121,14,0,0,4,3,5,15,7,648,1,14,51,8,9,0,1,204,"1"
"699",698,46,2,574,1,121,14,0,0,4,4,5,9,7,467,2,14,19,15,8,0,1,183,"1"
"701",700,348,0,513,2,82,8,1,0,2,4,5,9,7,639,2,14,62,15,5,0,1,473,"1"
"702",701,590,1,521,1,18,10,2,4,4,4,5,15,7,49,2,14,19,0,7,0,1,67,"1"
"704",703,66,2,514,2,134,14,2,4,4,4,5,15,7,115,1,14,17,8,7,0,1,121,"1"
"706",705,461,1,117,0,128,8,2,4,4,1,5,14,7,638,1,14,89,8,7,0,1,460,"1"
"713",712,395,1,604,1,16,8,1,0,4,4,5,9,7,754,1,14,48,18,7,0,1,536,"1"
"716",715,21,2,315,1,100,14,2,4,4,4,5,4,7,591,2,14,15,8,6,0,1,207,"1"
"717",716,570,1,90,0,77,14,0,0,4,1,5,9,7,417,2,5,215,8,7,0,1,80,"1"
"718",717,427,1,111,1,16,8,0,0,4,4,5,15,7,358,1,0,169,8,8,0,1,531,"1"
"719",718,396,1,33,1,44,8,1,0,5,1,5,15,7,26,1,14,26,8,10,0,1,434,"1"
"723",722,207,2,103,1,34,14,0,0,1,0,5,15,7,575,1,7,215,8,8,0,1,242,"1"
"724",723,399,1,124,1,16,8,0,0,4,4,5,15,7,659,1,14,190,5,7,0,1,496,"1"
"725",724,222,3,40,1,83,16,2,4,1,4,5,15,7,884,2,14,43,5,7,0,1,34,"1"
"726",725,21,2,315,1,100,14,2,4,4,4,5,4,7,688,2,14,209,5,6,0,1,207,"1"
"731",730,171,2,134,1,50,14,0,4,1,4,5,4,6,614,1,14,25,5,8,0,1,292,"1"
"733",732,20,2,314,2,70,14,0,0,4,4,5,4,7,817,1,14,15,8,7,0,1,170,"1"
"734",733,400,1,128,1,38,8,1,0,4,1,5,9,7,207,3,14,25,18,6,0,1,509,"1"
"739",738,435,1,266,1,100,14,2,4,1,4,5,15,7,664,2,22,148,8,8,0,1,145,"1"
"741",740,603,1,313,1,18,10,0,0,4,4,5,9,7,381,2,14,159,15,7,0,1,58,"1"
"742",741,406,1,431,0,63,8,0,0,4,3,5,15,7,620,1,0,62,5,6,0,1,516,"1"
"744",743,616,1,204,2,96,14,0,0,1,4,5,4,7,667,1,14,17,8,7,0,1,334,"1"
"746",745,545,1,159,1,18,10,0,0,4,4,5,15,7,521,1,0,18,16,7,0,1,62,"1"
"747",746,543,1,433,2,8,14,1,0,4,3,5,15,7,538,1,0,84,8,5,0,1,220,"1"
"752",751,425,1,254,0,109,14,0,0,4,4,5,15,7,668,1,0,131,16,8,0,1,348,"1"
"755",754,308,0,222,1,124,8,0,0,4,4,5,4,7,830,1,0,236,5,7,0,1,476,"1"
"756",755,371,1,576,1,16,8,0,0,4,4,5,15,7,539,1,0,12,16,5,0,1,537,"1"
"758",757,420,1,316,1,93,8,0,0,4,1,5,9,7,660,1,14,116,18,7,0,1,414,"1"
"759",758,344,0,323,1,16,8,0,0,1,4,5,9,7,386,2,14,19,18,7,0,1,538,"1"
"760",759,252,0,322,1,124,8,0,0,4,4,5,13,7,303,1,14,25,2,7,0,1,485,"1"
"765",764,486,1,304,0,118,14,0,0,4,2,5,9,9,372,1,14,234,15,7,0,1,126,"1"
"767",766,87,2,270,1,127,14,0,0,3,4,5,9,7,102,1,14,198,18,6,0,1,236,"1"
"771",770,627,1,275,1,72,10,0,0,4,3,5,15,6,617,1,14,106,5,6,0,1,53,"1"
"774",773,402,1,276,0,82,8,0,0,4,1,1,14,7,544,1,0,169,8,5,0,1,542,"1"
"789",788,57,2,413,1,126,14,0,0,4,4,5,15,7,886,1,14,172,8,6,0,1,232,"1"
"790",789,57,2,413,1,126,14,0,0,4,4,5,15,6,469,1,14,19,0,5,0,1,232,"1"
"792",791,492,1,457,0,109,14,0,0,4,1,5,9,7,295,2,14,43,8,8,0,1,367,"1"
"794",793,444,1,436,1,121,14,0,0,4,1,5,15,7,142,1,14,182,8,8,0,1,141,"1"
"800",799,232,3,434,1,83,16,0,0,1,4,5,4,9,734,1,14,185,5,7,0,1,7,"1"
"803",802,407,1,318,1,93,8,0,0,4,4,5,9,7,864,2,14,181,15,7,0,1,448,"1"
"805",804,149,2,317,2,46,14,0,0,4,3,5,15,7,154,2,14,19,8,5,0,1,235,"1"
"806",805,403,1,339,1,38,8,2,4,4,4,5,9,7,651,2,0,158,18,6,0,1,558,"1"
"809",808,559,1,310,1,133,15,1,0,4,4,5,9,7,267,5,14,201,15,7,0,1,5,"1"
"813",812,22,2,348,1,30,14,2,4,4,4,5,9,7,317,1,14,19,15,6,0,1,127,"1"
"815",814,290,0,367,1,76,8,0,0,1,4,5,15,6,94,1,14,19,5,7,0,1,581,"1"
"825",824,316,0,396,1,93,8,0,0,4,3,5,5,7,872,2,14,169,5,8,0,1,435,"1"
"831",830,514,1,481,1,124,8,0,0,4,4,5,15,7,36,1,0,22,6,7,0,1,467,"1"
"833",832,443,1,498,2,131,8,2,4,4,3,5,9,7,146,1,14,62,18,7,0,1,617,"1"
"834",833,537,1,136,2,67,14,0,0,4,4,5,4,7,545,1,14,127,8,5,0,1,305,"1"
"836",835,473,1,598,1,50,14,0,0,4,4,5,15,7,347,1,14,137,8,8,0,1,325,"1"
"837",836,358,0,284,2,107,8,1,0,4,3,5,15,7,429,2,14,19,8,5,0,1,472,"1"
"838",837,622,1,515,1,16,8,2,4,4,4,5,15,7,794,1,14,190,16,5,0,1,548,"1"
"840",839,349,0,524,0,109,14,0,0,2,4,5,9,6,549,1,14,223,8,7,0,1,376,"1"
"841",840,353,0,145,1,38,8,0,0,4,4,5,15,6,889,1,14,67,8,6,0,1,507,"1"
"842",841,612,1,564,0,78,8,2,4,4,4,5,4,7,78,1,14,198,8,9,0,1,468,"1"
"843",842,14,2,105,2,134,14,1,0,4,4,5,4,7,781,1,14,43,8,8,0,1,118,"1"
"847",846,205,2,30,1,100,14,1,0,4,4,5,15,5,34,0,14,19,5,7,0,1,99,"1"
"848",847,581,1,104,1,121,14,0,0,4,4,5,9,7,635,2,14,55,8,8,0,1,179,"1"
"851",850,291,0,186,0,78,8,1,0,4,1,5,7,7,742,1,14,43,8,2,0,1,416,"1"
"852",851,381,1,122,1,18,4,0,0,4,1,5,15,7,860,0,15,18,0,7,0,1,48,"1"
"854",853,480,1,43,1,38,14,0,0,4,4,5,4,6,173,0,0,160,5,8,0,1,398,"1"
"857",856,239,0,305,2,123,8,2,4,4,1,5,13,7,652,1,14,26,8,5,0,1,442,"1"
"858",857,273,0,46,1,38,8,0,0,1,1,5,9,7,845,2,14,207,15,6,0,1,532,"1"
"859",858,618,1,68,2,103,8,0,0,4,1,5,15,9,306,1,14,19,0,5,0,1,596,"1"
"860",859,604,1,80,1,99,15,0,0,4,3,5,7,7,801,1,14,121,8,7,0,1,0,"1"
"862",861,317,0,82,1,44,8,1,4,1,4,5,9,6,422,1,0,158,8,10,0,1,413,"1"
"863",862,318,0,1,1,76,8,0,0,4,4,5,9,7,39,1,14,190,15,7,0,1,592,"1"
"864",863,126,2,5,2,59,14,0,0,4,3,5,15,6,153,0,14,182,0,5,0,1,115,"1"
"865",864,204,2,115,1,127,14,0,0,4,1,5,9,7,9,1,14,199,15,6,0,1,244,"1"
"866",865,493,1,191,1,132,13,0,0,1,3,5,15,7,322,0,22,224,8,8,0,1,446,"1"
"867",866,292,0,246,1,76,8,2,4,1,4,5,4,7,313,0,14,17,8,7,0,1,583,"1"
"870",869,274,0,199,1,76,8,0,0,1,4,5,15,6,249,1,14,209,5,6,0,1,584,"1"
"871",870,274,0,199,1,76,8,0,0,1,4,5,15,7,355,1,16,17,8,6,0,1,584,"1"
"873",872,24,2,160,1,100,14,0,0,1,1,5,9,7,60,1,14,51,18,7,0,1,128,"1"
"875",874,357,0,242,1,104,8,2,4,4,4,5,9,7,735,1,14,218,18,6,0,1,441,"1"
"876",875,352,0,354,1,38,8,0,0,4,3,5,15,7,186,1,14,4,8,7,0,1,498,"1"
"877",876,359,0,425,1,93,8,0,0,4,4,5,15,7,252,1,14,223,8,8,0,1,462,"1"
"878",877,359,0,425,1,93,8,0,0,4,4,5,15,6,601,1,14,10,5,8,0,1,462,"1"
"880",879,560,1,178,1,100,14,0,0,1,4,5,9,7,604,5,16,235,18,8,0,1,150,"1"
"881",880,152,2,179,2,23,14,0,4,4,4,5,4,6,135,1,14,67,0,3,0,1,317,"1"
"882",881,588,1,8,1,18,3,0,0,1,1,5,9,7,271,5,16,223,8,6,0,1,29,"1"
"884",883,421,1,16,1,124,8,0,0,1,3,5,15,7,93,1,14,180,8,7,0,1,470,"1"
"887",886,335,0,18,2,40,8,0,0,4,1,5,7,7,857,1,0,169,8,5,0,1,555,"1"
"888",887,552,1,24,2,131,8,0,0,4,3,5,15,7,686,1,14,183,8,6,0,1,610,"1"
"889",888,573,1,17,1,18,4,0,1,4,1,5,13,7,715,1,14,149,8,7,0,1,47,"1"
"890",889,215,2,299,1,50,14,0,0,4,4,5,15,7,696,1,14,182,8,7,0,1,344,"1"
"891",890,216,2,301,1,121,14,0,0,4,1,5,9,7,892,5,14,207,8,7,0,1,197,"1"
"892",891,206,2,298,1,121,14,0,0,4,1,5,15,6,385,1,14,214,8,8,0,1,146,"1"
"895",894,343,0,297,1,38,8,0,0,4,4,5,9,7,502,5,14,43,15,6,0,1,550,"1"
"896",895,508,1,251,1,20,8,0,0,4,1,5,13,6,371,1,14,99,2,8,0,1,384,"1"
"897",896,487,1,255,1,38,14,0,0,4,4,5,9,7,714,3,14,182,15,9,0,1,354,"1"
"900",899,611,1,262,2,69,0,3,3,4,1,5,0,7,531,1,15,189,0,7,0,1,620,"1"
"902",901,356,0,460,2,40,8,0,0,4,3,5,3,7,574,1,14,196,5,5,0,1,513,"1"
"6",5,417,1,387,1,124,8,1,4,4,4,5,4,7,724,1,14,79,5,7,0,1,478,"2"
"26",25,507,1,487,1,90,16,0,0,4,1,5,15,7,221,2,14,51,5,5,0,1,43,"2"
"36",35,6,2,343,2,17,14,2,4,4,3,5,15,6,278,1,14,101,4,1,0,1,106,"2"
"51",50,512,1,412,0,78,8,0,0,4,4,5,15,7,79,1,14,19,5,9,0,1,430,"2"
"76",75,533,1,610,1,18,4,0,4,4,3,5,15,7,408,1,14,68,8,7,0,1,49,"2"
"77",76,25,2,553,1,121,14,0,0,1,1,5,15,7,587,1,14,51,15,8,0,1,625,"2"
"86",85,383,1,549,1,38,8,0,0,4,4,5,9,7,570,1,0,143,18,8,0,1,618,"2"
"90",89,174,2,374,0,109,14,0,0,4,4,5,4,7,825,1,14,19,0,9,0,1,328,"2"
"115",114,68,2,359,2,2,14,2,4,1,0,5,4,7,399,0,14,26,8,9,0,1,243,"2"
"124",123,173,2,360,1,127,14,0,0,4,4,5,4,7,58,1,14,25,0,9,0,1,330,"2"
"126",125,218,3,420,2,68,16,1,0,4,3,5,15,7,583,2,10,136,0,5,0,1,37,"2"
"163",162,626,1,402,1,20,8,0,0,4,3,5,4,7,740,1,14,238,5,8,0,1,342,"2"
"174",173,450,1,511,2,22,8,0,0,4,1,5,9,7,773,2,14,62,18,6,0,1,488,"2"
"183",182,27,2,406,1,127,14,0,0,4,4,5,9,7,619,2,14,98,18,9,0,1,278,"2"
"186",185,577,1,490,1,90,16,0,0,4,3,5,15,7,224,2,10,142,8,5,0,1,42,"2"
"188",187,277,0,405,0,73,8,0,0,4,4,5,15,7,810,0,14,207,8,10,0,1,562,"2"
"198",197,528,1,502,0,77,14,0,0,4,4,5,1,6,887,1,22,152,5,8,0,1,78,"2"
"207",206,330,0,208,2,40,8,0,0,4,1,5,15,6,185,1,14,19,5,5,0,1,481,"2"
"221",220,178,2,495,2,134,14,2,4,4,3,5,15,7,12,1,14,146,5,7,0,1,266,"2"
"222",221,1,2,499,1,50,14,0,0,4,4,5,15,7,238,1,14,13,8,7,0,1,624,"2"
"223",222,178,2,495,2,134,14,2,4,4,3,5,15,7,160,1,14,114,8,7,0,1,266,"2"
"230",229,159,2,527,2,70,14,0,0,4,1,5,9,7,888,2,0,169,15,6,0,1,173,"2"
"262",261,534,1,190,2,125,14,0,0,1,4,5,4,7,586,1,14,161,8,7,0,1,333,"2"
"284",283,106,2,446,1,38,14,0,0,4,4,5,4,6,873,0,14,19,5,7,0,1,393,"2"
"285",284,182,2,468,1,84,14,0,0,4,3,5,15,7,440,1,14,19,8,10,0,1,267,"2"
"291",290,29,2,459,1,50,14,0,0,4,4,5,9,7,527,5,14,81,15,7,0,1,339,"2"
"450",449,300,0,575,2,103,8,0,0,4,4,5,4,7,556,1,14,51,8,6,0,1,561,"2"
"491",490,448,1,233,0,109,14,0,0,4,4,5,1,7,442,1,14,26,5,8,0,1,374,"2"
"495",494,282,0,73,2,85,8,0,0,4,4,5,15,7,212,1,14,127,8,6,0,1,564,"2"
"501",500,280,0,63,0,109,14,0,0,4,4,5,9,7,276,2,14,181,15,8,0,1,371,"2"
"506",505,146,2,92,1,121,14,2,4,1,4,5,4,7,501,1,14,5,8,8,0,1,156,"2"
"516",515,146,2,92,1,121,14,2,4,1,4,5,4,7,97,1,14,96,5,4,0,1,156,"2"
"517",516,136,2,76,2,134,14,0,0,4,4,5,15,7,787,1,14,5,8,8,0,1,114,"2"
"524",523,282,0,73,2,85,8,0,0,4,4,5,15,9,826,1,14,224,8,6,0,1,564,"2"
"530",529,281,0,71,2,40,8,0,0,4,1,5,13,7,119,2,10,136,8,5,0,1,483,"2"
"610",609,141,2,537,1,121,14,0,0,4,4,5,9,7,745,1,14,19,18,7,0,1,181,"2"
"612",611,217,3,121,1,83,16,0,0,4,1,5,7,7,630,1,14,172,8,5,0,1,17,"2"
"622",621,539,1,120,2,103,8,0,0,1,4,5,4,7,719,0,14,190,8,7,0,1,600,"2"
"630",629,285,0,31,1,38,8,0,0,4,1,5,9,7,111,1,14,207,18,8,0,1,591,"2"
"638",637,4,2,15,1,24,14,0,0,4,4,5,15,7,436,2,14,207,8,6,0,1,188,"2"
"639",638,16,2,9,1,34,14,0,0,4,4,5,4,7,30,1,14,69,0,5,0,1,245,"2"
"645",644,428,1,399,0,77,14,0,0,4,4,5,15,7,319,0,14,19,5,7,0,1,83,"2"
"646",645,346,0,357,1,38,8,0,0,1,1,5,14,7,705,1,14,52,0,8,0,1,613,"2"
"650",649,455,1,265,0,42,8,0,0,4,4,5,4,7,747,1,14,25,18,6,0,1,575,"2"
"653",652,45,2,249,2,80,14,0,0,4,3,5,15,7,182,1,14,152,8,5,0,1,298,"2"
"660",659,608,1,321,1,127,14,2,4,4,1,5,7,7,739,1,14,116,18,6,0,1,258,"2"
"666",665,609,1,329,0,23,14,0,0,4,4,5,4,7,127,1,22,76,5,7,0,1,350,"2"
"668",667,609,1,329,0,23,14,0,0,4,4,5,4,7,464,1,14,115,8,7,0,1,350,"2"
"688",687,202,2,626,1,50,14,0,0,4,4,5,15,6,882,0,14,25,0,7,0,1,253,"2"
"690",689,89,2,506,2,134,14,0,0,1,4,5,4,7,634,2,14,19,5,8,0,1,120,"2"
"692",691,89,2,506,2,134,14,0,0,1,4,5,4,7,780,2,14,55,8,8,0,1,120,"2"
"696",695,382,1,562,1,16,8,0,0,4,4,5,4,7,511,0,14,51,8,7,0,1,544,"2"
"698",697,46,2,574,1,121,14,0,0,4,4,5,9,7,854,5,14,91,18,8,0,1,183,"2"
"703",702,305,0,522,1,104,8,0,0,4,1,5,4,7,126,1,14,43,8,7,0,1,454,"2"
"710",709,398,1,144,2,15,8,0,0,4,1,5,9,7,697,1,14,43,15,6,0,1,597,"2"
"721",720,396,1,33,1,44,8,1,0,5,1,5,15,7,57,1,0,62,5,10,0,1,434,"2"
"727",726,542,1,11,2,31,16,0,0,1,3,5,15,7,269,1,14,161,16,5,0,1,28,"2"
"728",727,333,0,48,0,78,8,1,4,4,4,5,7,7,21,2,19,169,18,9,0,1,422,"2"
"732",731,47,2,131,2,26,14,0,0,1,1,5,7,7,816,1,14,19,8,5,0,1,160,"2"
"735",734,615,1,147,1,100,14,0,0,4,4,5,15,7,424,1,14,5,8,8,0,1,147,"2"
"738",737,116,2,22,2,23,14,3,3,1,4,5,9,6,55,1,14,19,15,7,0,1,315,"2"
"749",748,208,2,279,1,100,14,2,4,4,4,5,4,7,838,5,14,19,8,8,0,1,211,"2"
"762",761,610,1,230,1,38,14,0,0,4,4,5,9,7,46,1,14,55,15,7,0,1,383,"2"
"764",763,48,2,241,1,127,14,0,0,1,4,5,4,7,534,1,14,188,8,7,0,1,261,"2"
"766",765,621,1,256,1,119,16,2,4,4,3,5,15,7,837,1,14,55,8,7,0,1,44,"2"
"769",768,420,1,316,1,93,8,0,0,4,1,5,9,7,392,5,14,182,18,7,0,1,414,"2"
"772",771,351,0,274,1,124,8,0,0,4,4,5,7,6,805,0,0,199,5,8,0,1,477,"2"
"773",772,351,0,274,1,124,8,0,0,4,4,5,7,7,709,0,14,78,8,8,0,1,477,"2"
"775",774,50,2,306,2,71,14,1,0,4,2,5,3,7,336,0,9,75,8,5,0,1,166,"2"
"776",775,569,1,280,1,38,8,2,4,0,0,5,15,5,384,1,14,116,0,3,0,1,557,"2"
"777",776,569,1,280,1,38,8,2,4,0,0,5,15,7,433,1,14,193,8,7,0,1,557,"2"
"778",777,536,1,282,1,100,14,2,4,4,2,5,7,7,840,2,14,5,18,8,0,1,110,"2"
"779",778,536,1,282,1,100,14,2,4,4,2,5,7,7,465,1,14,5,9,8,0,1,110,"2"
"782",781,354,0,572,1,124,8,0,0,3,4,5,3,6,746,1,14,19,8,7,0,1,475,"2"
"787",786,88,2,290,1,121,14,0,0,4,4,5,15,7,376,1,14,101,8,7,0,1,201,"2"
"791",790,355,0,445,1,76,8,2,4,4,4,5,9,7,844,5,14,62,15,7,0,1,602,"2"
"795",794,198,2,458,2,134,14,0,0,1,4,5,15,7,277,1,14,169,8,8,0,1,116,"2"
"798",797,124,2,439,1,126,14,0,0,4,2,5,13,7,307,0,14,5,8,6,0,1,231,"2"
"799",798,238,0,429,1,38,8,0,0,4,4,5,15,7,439,1,14,88,8,6,0,1,556,"2"
"801",800,143,2,303,1,121,14,1,0,4,1,5,15,7,428,1,10,136,8,8,0,1,143,"2"
"802",801,13,2,340,1,84,14,2,4,4,4,5,7,7,831,1,14,15,5,9,0,1,279,"2"
"808",807,203,2,312,1,84,14,0,0,4,1,5,11,7,27,5,14,168,8,7,0,1,288,"2"
"811",810,213,2,308,1,50,14,0,0,4,4,5,4,7,245,1,14,25,8,8,0,1,323,"2"
"812",811,212,2,183,1,84,14,0,0,4,4,5,9,7,65,1,14,55,15,10,0,1,286,"2"
"814",813,23,2,353,1,121,14,2,4,4,3,5,15,7,812,1,14,64,8,8,0,1,172,"2"
"816",815,23,2,353,1,121,14,2,4,4,3,5,15,6,865,1,14,43,5,5,0,1,172,"2"
"819",818,345,0,467,2,13,8,0,0,1,1,5,13,7,286,5,10,241,0,5,0,1,444,"2"
"821",820,404,1,371,1,38,8,0,0,4,4,5,15,7,118,1,0,87,8,6,0,1,549,"2"
"822",821,625,1,470,0,109,14,0,0,4,4,5,9,7,599,1,14,190,18,8,0,1,386,"2"
"824",823,243,0,594,2,15,8,2,4,4,1,5,12,7,547,1,0,198,8,5,0,1,604,"2"
"826",825,535,1,418,1,18,10,0,0,4,4,5,15,7,720,1,15,201,8,5,0,1,46,"2"
"828",827,378,1,582,1,100,14,0,0,4,4,5,9,7,615,0,14,46,18,5,0,1,109,"2"
"829",828,211,2,586,1,127,14,0,0,1,4,5,4,7,242,1,14,51,5,9,0,1,332,"2"
"830",829,378,1,582,1,100,14,0,0,4,4,5,9,7,785,0,14,152,18,5,0,1,109,"2"
